x/c,y/c
1.0000000000000004,0.0036971425447750597
0.9901030801297694,0.006724960160286045
0.9745689740588726,0.011542016635269221
0.953419672150758,0.018217977561154612
0.9266806129860063,0.02683114830990683
0.8943757478919914,0.037452571985794325
0.8565202213317116,0.05012512243398246
0.8131108019572267,0.06483640785704556
0.7641130278360913,0.08148384453046764
0.6658740654538964,0.11404986694434675
0.566809025326246,0.14399199977614366
0.46637788055641216,0.16892482124404382
0.36430263783450106,0.18576705561165457
0.2609846754146902,0.18927550733819024
0.15940726970216698,0.17098172342283136
0.11152031690946851,0.1514913532307919
0.0723641264366556,0.12778634516549156
0.04296319290591451,0.10088237978172411
0.02243380458231706,0.0738175641012914
0.009050013670862353,0.049150244896371764
0.0032660937938621855,0.027790043964401
0.0010326295310500247,0.01168269240800749
0.0,0.0013848139260554898
0.0,-0.0008840093902435708
0.0007383964155954738,-0.011448235959091878
0.003180851749630241,-0.027906276936473927
0.00980290710240935,-0.04959719003733844
0.022778947968749904,-0.07520985440559555
0.04297680430671756,-0.1035195216902161
0.07162771744494581,-0.1325871612207651
0.10903085846032433,-0.16085094705321792
0.1552513196405442,-0.1866087502782328
0.25719474511994384,-0.21340564154733752
0.36258204751718603,-0.20684484168264933
0.4641549189114955,-0.17720692830831328
0.5614284504831908,-0.135332763387695
0.6567002669898182,-0.08901990773844813
0.7529359992635082,-0.04477761301093564
0.8023565142828998,-0.025746119839053838
0.8471838388946021,-0.011952262167777481
0.8870838042800127,-0.003208955052546411
0.9216046523809682,0.0011453829414732953
0.9503305233269431,0.0021714369938033097
0.9730016123996871,0.0011377972871358197
0.9895417543477899,-0.0007215601390889903
1.0000000000000002,-0.002403861235972744
